timestamp,llm_generation_time,llm_generated_edges,llm_correct_generated_edges,neo4j_retrieval_time_window,graph_nodes_window,graph_edges_window,db_hits_window,neo4j_retrieval_time_neighbourhood,graph_nodes_neighbourhood,graph_edges_neighbourhood,db_hits_neighbourhood,neo4j_retrieval_time_vector,graph_nodes_vector,graph_edges_vector,db_hits_vector,llm_insertion_time,llm_graph_nodes,llm_graph_edges2026-06-09T16:42:49.393798,"13 days, 21:38:00.743000",4,4,72.0,35801.0,126387.0,0.0,89,35801,126387,0,9,35801,126387,0,329,35833,126585

2026-06-10T19:35:53.459117,140472.25900200102,117,117,69.125,36037.0,130230.0,0.0,204,36037,130255,0,3,36037,130255,0,3982,36037,130272
2026-06-10T19:37:11.189287,60734.058695001295,28,28,66.625,36037.0,130257.125,0.0,204,36037,130272,0,4,36037,130272,0,963,36037,130292
2026-06-10T19:39:20.051192,30489.645939000184,7,7,66.375,36037.0,130284.5,0.0,238,36037,130292,0,4,36037,130292,0,223,36037,130299
2026-06-10T19:42:08.308981,38074.833966998995,21,21,68.5,36037.0,130298.125,0.0,304,36037,130299,0,4,36037,130299,0,828,36037,130320
2026-06-10T19:45:32.670275,78957.52438899945,125,125,74.875,36037.0,130314.75,0.0,266,36037,130320,0,3,36037,130320,0,4279,36037,130345
2026-06-10T19:47:15.738770,25527.495156999066,17,17,74.5,36037.0,130332.5,0.0,209,36037,130345,0,3,36037,130345,0,584,36037,130362
2026-06-10T19:50:29.897912,58456.25500799906,54,54,74.75,36037.0,130359.875,0.0,188,36037,130362,0,3,36037,130362,0,1824,36037,130376
2026-06-10T19:52:44.056355,33366.35107999973,15,15,69.125,36037.0,130370.75,0.0,235,36037,130376,0,4,36037,130376,0,565,36037,130390
2026-06-10T19:56:33.243686,99444.25847900129,117,117,71.66666666666667,36037.0,130387.66666666667,0.0,179,36037,130390,0,4,36037,130390,0,3945,36037,130427
2026-06-10T19:58:49.259084,76675.66137299946,63,63,74.125,36037.0,130403.875,0.0,142,36037,130427,0,4,36037,130427,0,2437,36039,130443
2026-06-10T20:01:33.474801,81046.31066700131,55,55,70.375,36038.5,130436.625,0.0,165,36040,130446,0,3,36040,130446,0,2194,36041,130476
2026-06-10T20:04:18.455947,80914.35374699904,85,85,66.57142857142857,36043.142857142855,130469.28571428571,0.0,237,36046,130485,0,3,36046,130485,0,2983,36046,130507
2026-06-10T20:07:15.178367,105692.33792600062,139,139,68.75,36046.375,130493.25,0.0,180,36047,130507,0,3,36047,130507,0,4670,36047,130546
2026-06-10T20:10:31.402931,140859.89217300084,145,145,67.625,36047.0,130521.625,0.0,195,36047,130546,0,4,36047,130546,0,4843,36047,130592
2026-06-10T20:12:25.760516,97697.30479099962,110,110,66.5,36047.0,130546.0,0.0,147,36047,130592,0,4,36047,130592,0,3752,36047,130643
