Timestamp,Total_Host_CPU_%,Total_Host_Mem_MB,Ollama_CPU_%,Ollama_Mem_MB
2026-06-12T06:11:44.271436,694.4,14615.3,0.0,0.0
2026-06-12T06:12:14.374159,585.6,14639.3,0.0,0.0
2026-06-12T06:12:44.476585,694.4,14633.0,0.0,0.0
2026-06-12T06:13:14.579619,716.8,14676.4,0.0,0.0
2026-06-12T06:13:44.682463,692.8,14784.9,0.0,0.0
2026-06-12T06:14:14.786314,673.6,14603.5,0.0,0.0
2026-06-12T06:14:44.888991,800.0,14612.6,0.0,0.0
2026-06-12T06:15:14.991631,872.0,14741.6,0.0,0.0
2026-06-12T06:15:45.094265,768.0,14753.1,0.0,0.0
2026-06-12T06:16:15.197181,640.0,14817.4,0.0,0.0
2026-06-12T06:16:45.300348,689.6,14821.5,0.0,0.0
2026-06-12T06:17:15.403289,649.6,14833.1,0.0,0.0
2026-06-12T06:17:45.505801,777.6,14826.3,0.0,0.0
2026-06-12T06:18:15.608469,646.4,14884.7,0.0,0.0
2026-06-12T06:18:45.710663,926.4,14878.2,0.0,0.0
2026-06-12T06:19:15.813786,652.8,14923.8,0.0,0.0
2026-06-12T06:19:45.916386,537.6,14910.9,0.0,0.0
2026-06-12T06:20:16.019389,710.4,14950.7,0.0,0.0
2026-06-12T06:20:46.122051,600.0,14943.9,0.0,0.0
2026-06-12T06:21:16.224945,707.2,14985.2,0.0,0.0
2026-06-12T06:21:46.327433,987.2,14991.7,0.0,0.0
2026-06-12T06:22:16.430341,619.2,15012.6,0.0,0.0
2026-06-12T06:22:46.533832,1025.6,15097.2,0.0,0.0
2026-06-12T06:23:16.639555,606.4,15209.6,0.0,0.0
2026-06-12T06:23:46.743091,660.8,15252.6,0.0,0.0
2026-06-12T06:24:16.845621,704.0,15259.8,0.0,0.0
2026-06-12T06:24:46.947847,608.0,15283.3,0.0,0.0
2026-06-12T06:25:17.050510,652.8,15273.6,0.0,0.0
2026-06-12T06:25:47.153325,646.4,15386.2,0.0,0.0
2026-06-12T06:26:17.256042,766.4,15441.6,0.0,0.0
2026-06-12T06:26:47.358401,606.4,15438.9,0.0,0.0
2026-06-12T06:27:17.461335,742.4,15471.8,0.0,0.0
2026-06-12T06:27:47.564520,633.6,15455.1,0.0,0.0
2026-06-12T06:28:17.667698,700.8,14975.3,0.0,0.0
2026-06-12T06:28:47.771135,859.2,15089.9,0.0,0.0
2026-06-12T06:29:17.874539,153.6,12956.3,0.0,0.0
2026-06-12T06:29:47.976347,57.6,11320.0,0.0,0.0
2026-06-12T06:30:18.081959,843.2,14390.6,0.0,0.0
2026-06-12T06:30:48.196157,857.6,14697.2,0.0,0.0
2026-06-12T06:31:18.299342,800.0,15075.0,0.0,0.0
2026-06-12T06:31:48.402808,593.6,15117.4,0.0,0.0
2026-06-12T06:32:18.505353,800.0,14265.4,0.0,0.0
2026-06-12T06:32:48.608018,675.2,14525.5,0.0,0.0
2026-06-12T06:33:18.710567,654.4,14577.4,0.0,0.0
2026-06-12T06:33:48.813825,646.4,14637.8,0.0,0.0
2026-06-12T06:34:18.916070,636.8,14697.4,0.0,0.0
2026-06-12T06:34:49.018580,771.2,14700.0,0.0,0.0
2026-06-12T06:35:19.121510,598.4,14732.5,0.0,0.0
2026-06-12T06:35:49.224512,742.4,14709.7,0.0,0.0
2026-06-12T06:36:19.328010,630.4,14721.8,0.0,0.0
2026-06-12T06:36:49.430583,592.0,14700.7,0.0,0.0
2026-06-12T06:37:19.533962,700.8,14726.0,0.0,0.0
2026-06-12T06:37:49.636441,729.6,14810.6,0.0,0.0
2026-06-12T06:38:19.739311,676.8,14909.8,0.0,0.0
2026-06-12T06:38:49.842861,600.0,14821.5,0.0,0.0
2026-06-12T06:39:19.945374,748.8,14857.0,0.0,0.0
2026-06-12T06:39:50.048803,704.0,14858.6,0.0,0.0
2026-06-12T06:40:20.151383,656.0,14919.5,0.0,0.0
2026-06-12T06:40:50.253550,883.2,14904.9,0.0,0.0
2026-06-12T06:41:20.356586,856.0,14924.5,0.0,0.0
2026-06-12T06:41:50.459624,779.2,14894.9,0.0,0.0
2026-06-12T06:42:20.561891,721.6,14911.2,0.0,0.0
2026-06-12T06:42:50.666122,657.6,14945.9,0.0,0.0
2026-06-12T06:43:20.769138,800.0,14959.7,0.0,0.0
2026-06-12T06:43:50.871118,784.0,14959.2,0.0,0.0
2026-06-12T06:44:20.973795,920.0,14177.1,0.0,0.0
2026-06-12T06:44:51.076765,668.8,14121.9,0.0,0.0
2026-06-12T06:45:21.180072,657.6,14186.0,0.0,0.0
2026-06-12T06:45:51.282120,612.8,14202.8,0.0,0.0
2026-06-12T06:46:21.384337,640.0,14247.9,0.0,0.0
2026-06-12T06:46:51.487255,1089.6,14291.4,0.0,0.0
2026-06-12T06:47:21.590377,841.6,14332.5,0.0,0.0
2026-06-12T06:47:51.693233,800.0,14339.0,0.0,0.0
2026-06-12T06:48:21.796135,708.8,14382.6,0.0,0.0
2026-06-12T06:48:51.898808,643.2,14377.2,0.0,0.0
2026-06-12T06:49:22.001314,600.0,14431.6,0.0,0.0
2026-06-12T06:49:52.104718,808.0,14494.2,0.0,0.0
2026-06-12T06:50:22.209040,708.8,14820.5,0.0,0.0
2026-06-12T06:50:52.310921,646.4,14902.7,0.0,0.0
2026-06-12T06:51:22.413352,622.4,14965.4,0.0,0.0
2026-06-12T06:51:52.516003,800.0,14929.5,0.0,0.0
2026-06-12T06:52:22.618863,713.6,14952.6,0.0,0.0
2026-06-12T06:52:52.721087,694.4,14941.2,0.0,0.0
2026-06-12T06:53:22.823587,664.0,14968.9,0.0,0.0
2026-06-12T06:53:52.925585,652.8,14961.6,0.0,0.0
2026-06-12T06:54:23.027517,760.0,14953.4,0.0,0.0
2026-06-12T06:54:53.130085,808.0,14976.9,0.0,0.0
2026-06-12T06:55:23.232659,560.0,15005.8,0.0,0.0
2026-06-12T06:55:53.335439,664.0,14982.8,0.0,0.0
2026-06-12T06:56:23.438007,614.4,15131.3,0.0,0.0
2026-06-12T06:56:53.540515,656.0,15117.9,0.0,0.0
2026-06-12T06:57:23.643753,747.2,15149.4,0.0,0.0
2026-06-12T06:57:53.746416,587.2,15096.5,0.0,0.0
2026-06-12T06:58:23.849090,614.4,15132.7,0.0,0.0
2026-06-12T06:58:53.952049,800.0,15121.8,0.0,0.0
2026-06-12T06:59:24.054924,622.4,14852.1,0.0,0.0
2026-06-12T06:59:54.158247,230.4,11198.1,0.0,0.0
2026-06-12T07:00:24.262840,232.0,11421.4,0.0,0.0
2026-06-12T07:00:54.364573,0.0,11455.1,0.0,0.0
2026-06-12T07:01:24.466729,1166.4,14927.1,0.0,0.0
2026-06-12T07:01:54.570925,633.6,14205.3,0.0,0.0
2026-06-12T07:02:24.673419,593.6,14049.6,0.0,0.0
2026-06-12T07:02:54.775947,673.6,14188.1,0.0,0.0
2026-06-12T07:03:24.878509,814.4,14189.5,0.0,0.0
2026-06-12T07:03:54.981787,707.2,14265.9,0.0,0.0
2026-06-12T07:04:25.084566,899.2,14269.5,0.0,0.0
2026-06-12T07:04:55.187874,1216.0,14287.5,0.0,0.0
2026-06-12T07:05:25.292097,984.0,14258.0,0.0,0.0
2026-06-12T07:05:55.399156,1276.8,14298.6,0.0,0.0
2026-06-12T07:06:25.503638,808.0,14288.8,0.0,0.0
2026-06-12T07:06:55.606596,708.8,14383.4,0.0,0.0
2026-06-12T07:07:25.709269,939.2,14384.7,0.0,0.0
2026-06-12T07:07:55.812249,710.4,14454.7,0.0,0.0
2026-06-12T07:08:25.914582,667.2,14467.0,0.0,0.0
2026-06-12T07:08:56.017229,640.0,14512.5,0.0,0.0
2026-06-12T07:09:26.120826,616.0,14498.3,0.0,0.0
2026-06-12T07:09:56.223600,785.6,14538.6,0.0,0.0
2026-06-12T07:10:26.328179,718.4,14590.3,0.0,0.0
2026-06-12T07:10:56.430250,747.2,14570.3,0.0,0.0
2026-06-12T07:11:26.533138,672.0,14574.2,0.0,0.0
2026-06-12T07:11:56.635823,777.6,14598.9,0.0,0.0
2026-06-12T07:12:26.738846,649.6,14581.8,0.0,0.0
2026-06-12T07:12:56.841253,758.4,14598.2,0.0,0.0
2026-06-12T07:13:26.944358,708.8,14580.0,0.0,0.0
2026-06-12T07:13:57.047544,672.0,14580.9,0.0,0.0
2026-06-12T07:14:27.149925,713.6,13789.3,0.0,0.0
2026-06-12T07:14:57.252640,814.4,13861.0,0.0,0.0
2026-06-12T07:15:27.355017,563.2,13943.1,0.0,0.0
2026-06-12T07:15:57.457358,707.2,14006.3,0.0,0.0
2026-06-12T07:16:27.560154,646.4,14049.1,0.0,0.0
2026-06-12T07:16:57.662318,643.2,14074.7,0.0,0.0
2026-06-12T07:17:27.764965,692.8,13865.2,0.0,0.0
2026-06-12T07:17:57.867812,632.0,14186.8,0.0,0.0
2026-06-12T07:18:27.970104,857.6,14202.0,0.0,0.0
2026-06-12T07:18:58.072818,560.0,14011.1,0.0,0.0
2026-06-12T07:19:28.175401,705.6,14016.3,0.0,0.0
2026-06-12T07:19:58.277922,652.8,14062.2,0.0,0.0
2026-06-12T07:20:28.380637,651.2,14064.5,0.0,0.0
2026-06-12T07:20:58.483571,718.4,14101.0,0.0,0.0
2026-06-12T07:21:28.586774,808.0,14093.1,0.0,0.0
2026-06-12T07:21:58.689617,814.4,14133.8,0.0,0.0
2026-06-12T07:22:28.792140,976.0,14147.1,0.0,0.0
2026-06-12T07:22:58.895408,760.0,14211.2,0.0,0.0
2026-06-12T07:23:28.997848,1336.0,15705.7,0.0,0.0
2026-06-12T07:23:59.101296,886.4,13558.2,0.0,0.0
2026-06-12T07:24:29.205223,878.4,13549.9,0.0,0.0
2026-06-12T07:24:59.309539,886.4,13599.4,0.0,0.0
2026-06-12T07:25:29.412496,691.2,14154.2,0.0,0.0
2026-06-12T07:25:59.515067,606.4,14266.8,0.0,0.0
2026-06-12T07:26:29.617345,740.8,14447.5,0.0,0.0
2026-06-12T07:26:59.720191,723.2,14284.9,0.0,0.0
2026-06-12T07:27:29.823040,784.0,14412.0,0.0,0.0
2026-06-12T07:27:59.925949,923.2,14619.3,0.0,0.0
2026-06-12T07:28:30.028837,702.4,14336.2,0.0,0.0
2026-06-12T07:29:00.132180,918.4,14404.7,0.0,0.0
2026-06-12T07:29:30.235523,676.8,14042.1,0.0,0.0
2026-06-12T07:30:00.338244,656.0,14153.6,0.0,0.0
2026-06-12T07:30:30.440418,656.0,14320.1,0.0,0.0
2026-06-12T07:31:00.543421,652.8,14380.4,0.0,0.0
2026-06-12T07:31:30.646159,233.6,13338.3,0.0,0.0
2026-06-12T07:32:00.747774,404.8,10961.0,0.0,0.0
2026-06-12T07:32:30.850161,78.4,14884.4,0.0,0.0
2026-06-12T07:33:00.952313,640.0,14040.9,0.0,0.0
2026-06-12T07:33:31.055025,800.0,13467.8,0.0,0.0
2026-06-12T07:34:01.157133,800.0,13684.8,0.0,0.0
2026-06-12T07:34:31.259586,708.8,13779.2,0.0,0.0
2026-06-12T07:35:01.361825,835.2,13871.9,0.0,0.0
2026-06-12T07:35:31.465346,816.0,13882.4,0.0,0.0
2026-06-12T07:36:01.569845,923.2,13964.3,0.0,0.0
2026-06-12T07:36:31.672278,908.8,13998.4,0.0,0.0
2026-06-12T07:37:01.775667,1200.0,14053.3,0.0,0.0
2026-06-12T07:37:31.877719,1246.4,14191.8,0.0,0.0
2026-06-12T07:38:01.983819,960.0,13554.9,0.0,0.0
2026-06-12T07:38:32.087749,744.0,13635.4,0.0,0.0
2026-06-12T07:39:02.192395,660.8,13668.7,0.0,0.0
2026-06-12T07:39:32.295171,681.6,13675.9,0.0,0.0
2026-06-12T07:40:02.397975,649.6,13724.8,0.0,0.0
2026-06-12T07:40:32.501201,867.2,13736.1,0.0,0.0
2026-06-12T07:41:02.603946,808.0,13773.3,0.0,0.0
2026-06-12T07:41:32.706850,771.2,13747.5,0.0,0.0
2026-06-12T07:42:02.809687,664.0,13762.2,0.0,0.0
2026-06-12T07:42:32.912068,579.2,13745.3,0.0,0.0
2026-06-12T07:43:03.015021,550.4,13789.5,0.0,0.0
2026-06-12T07:43:33.118504,723.2,13768.1,0.0,0.0
2026-06-12T07:44:03.221110,792.0,13833.8,0.0,0.0
2026-06-12T07:44:33.323761,800.0,13074.0,0.0,0.0
2026-06-12T07:45:03.427021,755.2,13076.7,0.0,0.0
2026-06-12T07:45:33.529792,649.6,13098.9,0.0,0.0
2026-06-12T07:46:03.632041,628.8,13156.7,0.0,0.0
2026-06-12T07:46:33.734582,808.0,13171.2,0.0,0.0
2026-06-12T07:47:03.837539,596.8,13552.1,0.0,0.0
2026-06-12T07:47:33.941734,824.0,13594.2,0.0,0.0
2026-06-12T07:48:04.044458,726.4,13633.6,0.0,0.0
2026-06-12T07:48:34.146846,777.6,13625.8,0.0,0.0
2026-06-12T07:49:04.250722,646.4,13701.2,0.0,0.0
2026-06-12T07:49:34.353264,630.4,13684.8,0.0,0.0
2026-06-12T07:50:04.455528,643.2,13855.9,0.0,0.0
2026-06-12T07:50:34.557710,668.8,13834.6,0.0,0.0
2026-06-12T07:51:04.660514,785.6,13859.0,0.0,0.0
2026-06-12T07:51:34.762774,608.0,13855.2,0.0,0.0
2026-06-12T07:52:04.865454,590.4,13897.4,0.0,0.0
2026-06-12T07:52:34.968673,800.0,13889.2,0.0,0.0
2026-06-12T07:53:05.071891,899.2,13929.4,0.0,0.0
2026-06-12T07:53:35.174250,651.2,13920.9,0.0,0.0
2026-06-12T07:54:05.276940,593.6,13966.6,0.0,0.0
2026-06-12T07:54:35.379700,619.2,13961.6,0.0,0.0
2026-06-12T07:55:05.482544,630.4,14012.6,0.0,0.0
2026-06-12T07:55:35.585691,844.8,14005.3,0.0,0.0
2026-06-12T07:56:05.688695,707.2,14093.7,0.0,0.0
2026-06-12T07:56:35.791105,614.4,14011.8,0.0,0.0
2026-06-12T07:57:05.893996,723.2,14044.3,0.0,0.0
2026-06-12T07:57:35.996843,624.0,14017.5,0.0,0.0
2026-06-12T07:58:06.100238,696.0,14065.9,0.0,0.0
2026-06-12T07:58:36.203224,627.2,14049.0,0.0,0.0
2026-06-12T07:59:06.305397,1067.2,13580.9,0.0,0.0
2026-06-12T07:59:36.409119,763.2,13778.8,0.0,0.0
2026-06-12T08:00:06.511366,544.0,13447.9,0.0,0.0
2026-06-12T08:00:36.614283,614.4,13633.1,0.0,0.0
2026-06-12T08:01:06.716641,576.0,13695.0,0.0,0.0
2026-06-12T08:01:36.819178,33.6,9971.2,0.0,0.0
2026-06-12T08:02:06.921651,235.2,9750.6,0.0,0.0
2026-06-12T08:02:37.023870,940.8,14878.4,0.0,0.0
2026-06-12T08:03:07.128249,676.8,13623.6,0.0,0.0
2026-06-12T08:03:37.230468,596.8,13986.1,0.0,0.0
